"ID","SE1A","SE2A","SE3A","SE4A","SE5A","SE6A","SE7A","SE8A","SE9A","SE10A","SE11A","SE12A","SE13A","SE14A","SE15A","SE16A","SE17A","SE18A","SE19A","SE20A","SE21A","SE22A","SE23A","SE24A","SE25A","SE26A","SE27A","SE28A","SE29A","SE30A","SE31A","SE32A","SE33A","SE34A","SE35A","SE36A","SE37A","SE38A","SE39A","SE40A","SE41A","SE42A","SE43A","SE44A","SE45A","SE46A","SE47A","SE48A","SE49A","SE50A","SE51A","SE52A"
"aa20bd0b7fdde00338d18ed1faa1aff9",0,0,0,0,0,25,0,38,32,44,29,29,23,36,40,28,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,24,16,0,11,13,24,0,30,9,0,0,0,14,0,0,0,0,0,0,0,0
"aabb82168cc5440fc5c662209b0baa8f",40,0,0,0,0,0,0,0,0,0,0,0,28,0,47,51,41,43,65,40,0,14,5,32,22,0,0,0,18,24,0,0,0,0,13,16,30,34,35,44,20,30,32,0,11,15,13,27,0,0,0,28
"ab0e1e11139b7f62423d4616c1de4de1",4,0,0,0,0,0,0,0,6,4,4,7,19,19,28,29,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,5,0,0,0,7,2,0,8,6,0,8
"ab32275a7fc06a23c53f1b394cfe612f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,0,0,96,15,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab5ce733568bac068816e444d77488a9",7,19,14,0,6,0,0,10,6,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,8,0,0,0,0,3,0
"ab745ae16f960e6af65e995c47e44dd1",0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,7,5,7,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ac043e06c3e53ccbd46e8b957603d4f4",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,16,13,0,0,0,0,0,0,0,0,0,0
"ac1f0d6ac4b3edd4329f892a36c7cb2e",12,7,14,17,15,9,10,17,16,23,33,50,61,73,50,27,14,25,3,10,5,7,4,0,5,6,0,7,9,8,6,10,0,9,0,7,0,3,25,8,4,8,5,0,0,12,6,13,7,0,5,5
"ac5d3573c9d359127ab8ba3c0ff67142",29,9,16,14,24,11,14,30,16,36,41,45,65,69,65,64,68,78,56,78,66,97,63,79,71,86,28,31,50,59,38,101,106,51,45,54,56,29,67,38,56,19,21,14,12,17,16,13,23,23,18,12
"ac8ef36c8cdc2b87bf3d486a0c629706",19,70,35,34,63,85,129,68,213,107,97,33,43,38,47,26,47,37,9,24,20,16,15,20,6,9,0,0,0,8,7,14,0,0,7,11,8,9,16,9,10,10,14,53,32,35,31,31,49,30,24,20
"ac9c5f4e90ca7c06688754f86ebf8489",4,8,5,8,6,5,10,5,11,10,10,19,25,21,33,26,55,65,19,65,113,126,46,67,59,25,10,14,22,20,14,32,33,20,30,14,25,10,41,17,28,9,11,6,10,2,9,6,10,10,0,4
"acc9603a819dc23a606ac6c1b9105b6d",28,0,0,24,0,0,0,0,0,0,0,13,24,0,0,32,0,0,80,43,0,15,0,0,0,0,0,43,29,26,41,0,0,0,0,0,0,0,32,19,16,56,37,0,0,23,19,54,0,0,31,15
"ace403a774c89bf097b07f3c27a52df9",15,21,27,30,39,53,50,56,85,85,60,72,68,102,105,63,63,44,32,32,42,41,20,33,20,28,0,5,3,14,16,22,21,15,14,15,12,17,41,19,10,12,13,9,22,17,21,17,22,22,22,14
"ad145b5c8b7c9b7ffb1c647fa0da640d",10,11,0,0,10,0,2,12,6,6,6,0,7,0,5,9,0,0,0,21,0,0,0,6,8,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"ad16b779f2ec6d8afc200de7c5d2f39a",0,6,7,7,5,5,0,2,11,9,8,13,0,12,5,3,18,5,0,0,7,6,3,0,0,4,9,0,0,3,3,0,0,1,7,7,7,12,6,5,8,0,5,0,8,9,15,8,8,7,8,7
"ad3e06db700d6032f6ceb58eff12f32d",0,8,0,0,0,0,0,16,11,23,30,22,15,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ad6e1bd32957a78e77b968a6b11b3c62",0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad72127c01dac114c005c83404612b5d",0,0,0,0,0,0,0,5,5,0,9,14,11,11,12,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad91213a4245753d17c6b51ac29d4b47",0,15,9,0,0,7,0,13,0,0,0,0,8,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,4,5,0,3,2,0,0,0,0,0,3,0,0,0,0,0
"ada5c567ce04bfff7a7d487186ab5620",0,3,6,0,8,8,9,9,2,8,10,6,5,11,0,4,3,7,0,0,4,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4
"adfb67f460d65aa8614bed0880411c61",1064,440,522,1036,373,416,699,623,364,538,647,722,990,844,949,1786,1039,1077,2398,2326,936,1106,449,428,502,763,612,1410,857,511,558,866,985,1124,747,637,606,555,1726,688,851,989,346,204,347,266,224,475,201,368,385,270
"ae42cf7d2a01a3c39536071845fc5186",0,18,0,22,0,0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,26,23,0,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,8,10,0,0,0,0,16,26,0,18,0,0,12
"aed191bac0b1c3264208a084af848bed",84,52,54,118,68,57,99,93,31,33,28,43,40,33,23,45,0,0,60,58,0,41,100,0,0,0,107,0,0,0,0,0,0,54,0,36,28,37,0,72,20,103,52,67,94,69,69,169,83,106,93,83
"aed5f39608db24998375a119f6015d86",0,0,0,0,0,0,0,0,0,0,0,11,0,18,0,12,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,7,8,19,0,5,6
"af14ef79d9ac9233a00635e47209ff55",55,38,31,52,30,19,40,31,13,14,10,12,33,36,22,25,29,33,33,28,0,0,7,19,9,25,0,13,0,15,0,0,0,0,0,0,0,0,45,13,3,44,21,0,0,15,10,35,17,25,12,6
"af1d38110eeec4e0d0a0d6523f1ec79e",6,2,2,6,3,1,0,5,7,11,7,17,7,12,11,0,5,9,4,9,17,6,10,6,14,8,0,6,9,11,5,8,9,11,7,6,8,8,14,4,10,0,0,5,6,14,5,11,4,8,6,3
"afaab28f537a72577d22fb00949df1f6",0,0,27,0,18,23,62,367,472,691,262,374,83,72,23,0,0,0,0,0,0,0,71,0,0,0,146,0,0,0,0,0,0,0,0,0,0,26,0,27,0,59,466,522,710,596,348,77,67,72,153,260
"b1129e61817db4d9e5c396eec034efd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,0,6,4,4
"b135fbde5a9c861d458a21258afbda94",4,3,0,6,5,1,0,3,5,4,3,3,4,0,2,4,5,0,5,1,2,2,59,0,0,0,54,7,0,0,0,4,0,7,1,5,3,0,7,4,0,5,0,0,14,19,12,11,38,11,4,42
"b15193fce14759d1c06728933e044af6",0,7,0,6,9,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,107,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,10,0,11,0,13
"b15b8adba6a0a6b741e5bdffcd54ae31",0,0,0,0,0,0,0,0,17,27,0,0,27,25,0,20,0,18,0,13,14,13,5,12,0,6,0,16,17,22,9,0,13,0,0,0,22,18,15,6,15,27,19,0,16,0,0,19,20,0,0,0
"b19a5275846cbc33cc432f0063384170",23,17,46,34,40,28,30,30,31,19,24,20,10,8,17,3,16,8,8,18,23,21,14,22,0,14,11,7,0,0,0,15,10,0,11,10,11,16,0,31,8,15,14,12,19,28,50,19,16,14,20,14
"b21b09102a4bb24691165f98cf1b2cc4",0,12,0,5,0,0,0,6,7,0,7,0,11,10,11,13,26,14,0,0,11,20,13,20,20,15,0,0,11,22,11,16,35,0,11,11,18,9,9,5,11,9,0,0,0,10,9,9,12,0,9,3
"b230feb5d268b791c1d2bb16da5a25d1",0,0,0,0,0,0,0,0,0,0,0,0,13,12,11,11,0,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,8
"b288ae52d58f2c81fb7fcb171902605d",5,34,19,10,30,25,12,15,28,8,13,10,9,13,13,14,15,13,0,16,16,19,10,0,14,22,16,4,5,14,6,19,18,9,17,23,5,11,14,20,5,9,7,0,7,16,22,10,7,12,12,4
"b2d5c81840363108d8c1ee54fe294e1b",0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,0,8,0,7,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
"b336a87df4ad8ccefb89a74c21ab30a5",0,17,0,0,12,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"b33a05a84db41534fb328a963611580f",69,34,24,41,29,55,59,74,70,103,130,126,128,123,96,57,29,18,20,11,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,9,42,8,0,11,16,13,29,31,15,25,34,43,47,69
"b3790a09856aae5be2d130689fd3fb05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
"b4d07c2a22af0c99c73cf9722200d878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b521f911316ed1244a83b62286c626fe",2,0,0,2,0,0,0,3,3,4,7,0,3,8,3,2,0,0,0,0,7,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b5c2d3e29d36f630016e399676c3ecdd",1,0,0,0,1,0,0,0,1,0,0,3,1,3,0,0,0,3,0,1,6,1,4,14,11,6,7,11,15,18,13,14,5,6,9,6,4,9,0,1,31,0,3,0,2,0,0,0,2,0,0,0
"b6214dde6f2294571ff9170438d4ee64",4,14,0,0,16,18,0,1,20,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
"b62ac316c1b5927552087cad76f425b6",6,0,0,12,1,0,5,6,6,10,8,20,27,14,25,25,14,42,42,29,30,18,12,20,17,13,9,11,12,10,14,15,6,15,6,2,14,9,27,14,19,20,29,15,13,23,9,33,30,37,25,29
"b66772dfb431b48b579915617caf0ad6",150,82,79,168,73,110,202,271,157,282,238,236,385,425,471,437,441,341,261,267,238,213,76,227,205,153,81,116,157,122,180,192,137,262,167,201,225,240,489,158,98,420,356,274,167,134,105,212,175,261,223,257
"b67afe7b9b95e20ac7d9c08729ee997a",26,0,0,18,13,13,0,17,16,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,12,19,0,15,5,0,0,0,32,12,19,27,18,28,18,28
"b6b3a42d6a41cc628183b885846a7376",29,24,26,20,13,19,28,24,25,27,18,10,25,12,15,5,5,17,7,6,5,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,8,9,5,0,3,4,5,6,5,14,19,16,20,11,8
"b6c63a8282ab35a2a78cf0c194ff795f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,30,0,21,4,13,0,0,0,0,0,0,4,0,0,0
"b701af8d98ca714dab16ab6724bb631a",0,0,0,0,4,0,0,5,0,0,10,12,0,13,0,6,10,5,6,6,10,0,4,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,13,3,0,0,0,0,4,4,7,0,3,0,3,3
"b73cb42e006377b6fde3161fcec1d0f9",422,142,162,407,151,138,277,213,204,173,184,305,420,367,386,556,522,479,981,756,298,290,159,246,190,129,177,326,237,239,243,261,281,308,208,169,179,204,481,229,220,390,248,156,255,201,193,424,243,360,355,329
"b74109e20bb2c7a89b6b48f9570721bb",0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,0,0,0,0,7,0,6,9,1,5,8,0,8,6,3,0,8,4,0,0,0
"b746f465fc0a651d16eeecc079762c90",65,13,0,61,0,0,0,9,0,33,60,66,37,30,0,0,0,0,45,21,0,0,0,0,0,15,0,29,0,0,24,0,0,62,0,0,0,0,0,43,24,69,0,0,0,0,0,20,29,63,54,39
"b760d597e018a73c8f6ff59001f23f0b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,24,0,0,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0
"b77f69570ce2f15ea57d50785c2d74ca",0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,22,0,17,0,0,14,13,0,0,34,0,18,21,15,7,14,15,8,21,0,0,0,18,0,14,11,0,0,12
"b788bef6503b33a42f487d73124fa3c2",0,9,5,0,0,0,24,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,9,0
"b7d14732cb951b3fe12872795f614412",26,14,10,22,12,15,18,8,11,8,9,20,13,23,20,20,26,21,8,13,37,34,21,39,41,27,22,29,42,29,27,18,46,37,27,16,21,23,23,30,64,19,18,10,19,7,7,14,6,8,10,17
"b825eaa0c7ae7a77ada914bf184b65e4",0,5,0,0,3,0,0,0,3,3,0,1,0,3,0,0,0,0,0,0,2,0,4,3,3,0,0,0,1,2,3,3,6,0,4,4,5,5,0,6,2,2,0,3,6,2,4,0,5,5,2,2
"b83adb8fda4120c50d01bdde3896e727",0,4,0,0,20,12,0,8,4,23,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"b8544f4c7065245a8949a406eebdab42",0,46,0,36,26,14,0,28,0,0,0,23,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,23,0,0,0,0,40,28,42,36,31,0,54,35
"b899be5a0112fa5d46fea0ba45e66145",0,0,0,6,6,0,0,0,7,0,3,0,0,0,6,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,7,0
"b8da0de4ae6b49e77f3666c1f43352ca",4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,10,8,9,3,16,11,14,0,10,0,0,7,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,0,0,0,4
"b93c8731e7cacf3f4fe507c84850da8e",0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,18,23,31,29,18,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,7,16,13,14,0,0,0,0,0,0,0,0,0,0,0,11
"ba0a5157f621548f0a487dc25bf3fada",0,0,0,0,0,27,53,58,119,142,138,89,125,99,114,79,89,79,0,47,53,66,27,37,0,0,0,0,0,11,0,0,0,0,0,0,0,0,63,4,0,0,0,0,18,13,25,11,18,29,45,70
"ba639ef3a834ad412d47f0deda9f5026",0,0,0,0,0,7,15,27,24,25,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bb01f7441630294686f7a495aa738dae",21,12,18,32,25,19,28,20,19,27,29,20,33,34,25,39,34,32,14,19,34,43,25,19,23,18,8,7,18,18,13,21,28,11,11,10,11,17,19,22,9,18,17,12,16,19,29,20,16,18,21,18
"bb286c96101b73e1bb46d5ff9b9da229",5,0,0,0,0,0,0,0,2,3,2,0,7,5,0,13,8,15,10,8,0,9,0,0,0,15,0,0,19,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,2,0
"bb3ebc4d428a52d81cf347d763091afc",29,0,0,18,0,15,0,23,20,14,21,17,27,13,18,19,23,0,14,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,4,0,25,11,18,14,21,17,17
"bb4b27bff71e8681569504db2c3fcf99",3,26,0,0,23,32,0,12,23,22,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
"bc1336aae3297f10cc29141d36f4cf47",0,3,2,0,0,0,2,0,4,0,1,5,3,5,2,2,0,5,0,3,8,4,5,3,0,1,0,0,5,3,0,2,2,0,4,4,2,2,3,6,3,2,2,0,4,1,4,0,0,0,2,2
"bc7d8cf7a16443c1b6717a97de65e61d",0,16,0,0,0,0,0,0,23,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bcbc984ec0aac97343197771ad3d3c33",0,0,0,0,18,13,0,9,1,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"bd263cc4a915ec4993c0af96c1f41f29",2,4,10,47,118,133,93,26,21,22,11,16,9,12,13,8,21,15,9,33,48,46,8,8,2,0,25,6,4,3,17,12,0,0,11,15,10,9,8,7,5,15,8,12,53,47,56,30,31,26,14,8
"bd2892ed36416370a99d4ff13de80395",11,15,5,9,14,4,18,8,4,8,0,0,0,7,8,0,0,8,10,8,0,0,7,10,0,0,0,11,11,8,0,12,8,15,7,11,10,4,0,5,9,0,13,8,0,8,7,12,13,11,0,5
"bd8cc8ae0bb0365de6e212ce5043b1d3",0,8,0,0,10,9,0,0,8,16,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"bdc90bf2514a8efa7c6df2805b3e8bbb",21,0,0,23,0,16,0,0,9,15,10,17,15,15,10,10,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,8,20,0,51,48,55,7,5,0,0,0,12,13,9
"be2ee09d7e96f8404691a1367b7f8bcf",24,13,7,0,19,17,9,14,33,11,28,18,0,0,0,0,3,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47,0,5,4,9,7,9,5,14
"be74284b764ad27c76c69f00dffe88e9",0,0,0,0,0,0,0,2,2,3,9,2,10,20,8,12,7,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,6,0,6,0,0,0,4,0,0,9,3
"be9afc63ede1e6ca5c23b43df5965b12",8,0,0,15,10,2,13,9,5,3,5,12,13,9,10,14,7,16,8,13,11,19,9,8,19,7,0,0,11,14,7,8,11,8,8,9,6,6,10,3,6,0,8,0,3,0,5,6,6,0,0,2
"beb46925ea18722ba43d482c68c61f2a",0,0,0,0,0,0,0,0,3,9,6,0,9,7,9,11,14,5,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0
"bed671b4676144142cebd192b690f499",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,4
"bf14056763ca0303a7a04d38d96955d8",328,42,31,330,39,21,173,60,46,57,60,121,188,116,133,108,155,140,152,221,82,82,17,34,36,23,36,86,67,50,54,33,17,53,34,55,59,66,144,53,70,88,83,24,102,76,52,223,94,142,223,256
"bf58dfe6346d75af513c2751cec8540a",0,0,0,30,19,28,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf611493002f5918a68778bde2def567",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"bfb28e7dfaafbc2bc415eba6955491ce",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,4,8,5,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,9,9,3,6,5,2,4,0,0,8,0,0,4,0,0,7,5
"bfd357f356ee840f71cc8ad1b3a24077",0,4,4,0,0,0,4,9,3,2,0,13,0,4,8,0,0,4,5,11,18,15,8,0,10,18,11,0,8,8,1,7,0,0,6,0,6,9,8,6,5,0,0,0,0,8,7,0,5,11,4,5
"c07685bcff04c86c97db1775f4caf898",0,0,0,0,0,2,0,4,5,2,7,0,5,6,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0
"c0cbf8f807b4cc32da6ae7989a24534d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,4,8,0,8,7,10,0,0,6,8,8,7,0,0,8,12,13,12,0,6,4,10,0,0,0,0,0,0,0,0,0,0
"c0dd5a0a53f9436a944afad2ee628bb3",0,3,0,0,0,0,0,4,0,4,4,5,5,9,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,1,0,3,0,0,0,0
"c130baecd35f08a8f79bdfbdc0abb6c0",0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10,0,0,0,0,0,0,3,0,0,0,6,0
"c19192fefedaeb0ab60d3322722ab2a8",0,0,0,21,0,0,26,42,15,52,59,44,60,52,64,50,38,0,0,27,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,15,26,19
"c1a8c3a78d3ab3dc6cc6fcf31532e07f",9,4,0,8,6,3,5,6,3,3,3,12,12,3,14,10,10,0,14,18,8,0,0,0,0,6,0,6,4,9,5,8,0,0,0,6,8,6,4,12,2,17,7,0,2,8,3,11,9,9,9,5
"c1ba9460c7bf03aa48206243533697a9",14,25,39,88,60,41,91,65,139,160,179,212,235,214,201,203,179,157,96,134,115,113,48,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,169,0,10,0,0,0,0,0,0,0,0,0,29,17
"c1ec0a6ea466e7991221ecf754947a11",10,11,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"c1fe0c645357e8c58eef7fede2dc52d5",25,22,13,25,22,0,0,16,0,10,0,0,14,0,17,16,0,0,0,0,28,0,35,0,0,0,56,0,0,0,0,0,0,0,22,24,14,26,0,16,2,25,0,0,35,17,23,19,0,0,22,6
"c25f046b8bc4de3bcdb537665b5fb25a",0,3,6,12,10,6,9,7,7,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,4,5,0,5,12,6,10
"c2709a102f209a52e06f49646a10d2b2",14,0,25,24,15,11,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32,0,0,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"c282588619a5ae2b9256c362ede0e7ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"c2c4cdbd0939f6a85f1d9dfa6d148a5e",35,30,29,51,27,19,28,9,7,7,9,7,14,0,11,9,9,5,19,12,5,0,0,4,0,0,0,0,0,0,5,0,5,5,8,0,0,7,8,5,3,7,16,9,7,8,9,22,16,22,20,14
"c2d6307c58fdc3bb294058e095715b4b",0,3,13,0,9,5,0,9,6,6,10,4,0,0,5,0,7,6,0,2,13,7,6,5,10,5,0,0,0,0,0,6,0,0,5,0,3,7,3,5,2,0,0,0,10,9,11,8,4,6,13,0
"c38e62ef7ea6eddca19bfd0231a44b75",0,6,0,3,5,8,2,2,5,4,5,3,0,3,2,0,0,0,1,4,0,2,3,4,1,2,0,2,0,3,1,3,6,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,2
"c3b9e67755c1877b5055fcf237ee8a2c",94,50,78,124,105,149,178,113,67,67,49,32,43,51,50,47,26,20,10,13,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,20,8,0,28,15,10,7,26,19,103,85,55,47,47
"c3da48ff6b518f1addc93d9cf82f3e02",0,3,0,0,0,3,0,0,0,3,6,4,0,0,6,0,0,4,0,0,0,6,4,0,6,6,0,3,8,8,6,0,8,0,0,0,5,0,0,5,5,0,10,0,3,2,5,0,2,0,0,0
"c4090bbfb18d75be82b923d7f413f121",7,0,0,8,0,0,0,0,1,3,7,7,15,5,12,6,5,6,6,3,0,3,0,0,0,0,0,5,4,4,0,0,7,5,4,5,6,7,7,11,8,7,4,4,8,7,0,3,5,8,4,4
"c4133d639ed84022aeefdd96ff63d81b",0,0,5,5,0,4,0,25,6,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c467d4b4b5f787571d0b7d72c1504ecd",33,2,0,24,2,3,11,8,20,32,31,36,51,48,26,18,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,9,2,7,4,10,0,4,9,11,25
"c46eb34e263dbdf58aaeb1e7a44658f1",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,7,0,9,0,0,0,0,0,0,0,0,0,0,0,5
"c48070f3061b086b60ff32f77e0002fa",12,3,7,11,10,18,11,14,17,12,24,23,10,22,14,20,21,19,10,13,25,23,35,14,8,18,51,12,12,13,11,17,24,8,7,22,17,10,16,27,13,16,15,7,22,31,34,20,20,14,19,16
