"ID","N01B","N02B","N03B","N04B","N05B","N06B","N07B","N08B","N09B","N10B","N11B","N12B","N13B","N14B","N15B","N16B","N17B","N18B","N19B","N20B","N21B","N22B","N23B","N24B","N25B","N26B","N27B","N28B","N29B","N30B","N31B","N32B","N33B","N34B","N35B","N36B","N37B","N38B","N39B","N40B","N41B","N42B","N43B","N44B","N45B","N46B","N47B","N48B","N49B","N50B","N51B","N52B"
"1ca7de3787f8507c9042645d02405f66",119,45,85,107,55,51,51,38,46,38,27,45,54,63,45,44,23,44,39,33,31,29,31,40,34,31,18,22,13,10,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1cb493a848bb5451756c85b2a5ffd356",19,6,11,15,12,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
"1ce675b08efa28cf0ebf8211577b4ca1",0,3,0,0,0,0,0,0,0,0,1,0,5,8,12,4,0,0,0,0,0,0,0,4,0,3,1,0,0,5,10,3,5,5,0,2,0,0,0,3,0,7,0,0,3,2,3,4,0,4,0,5
"1dc9e2d0aabe6fb54b9bc4bd975618fb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,0,0,0,7,0,8,0,0,0,11,0,0,0,0,9,12,0,0,0,0,0,0,0,0
"1e8f427d580123b71b5e232434cefcb7",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,26,21,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,7
"1ec12548cafe627d1212ffa9f9ef24c3",0,0,5,9,6,6,3,6,0,0,10,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,5,8,21,5,6,0,0,2,8,6,0,5,0,0,0,0,0,5,0,0,0
"1ef7760633e6707bb1e72979237e4977",20,9,24,24,20,10,21,23,26,42,39,41,57,29,0,0,0,0,0,19,18,24,18,0,15,23,19,35,25,24,13,14,19,20,21,26,21,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f906042d7c4f323212a69b368ad3216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,13,17,27,22,19,7,2,3,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1fb1afed64d59db359be0ccdf36eb852",0,0,0,0,0,12,10,9,9,0,8,9,17,15,19,5,0,0,9,11,0,11,11,0,0,0,9,7,13,14,7,14,17,17,18,15,15,17,39,36,86,72,76,73,20,37,23,52,44,15,23,0
"1ff9ae6032497463fca5430c06485951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,0,0,14,39,29,13,9,63,31,0,16
"202cf39cadaf024ea5be66e468ae888e",2,3,0,6,6,4,3,0,0,0,0,0,0,0,5,0,7,7,0,0,0,4,4,4,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203f6651bde6f4e44e3f1b9e664f4b6c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,8,4,9,3,16,30,23,14,5,4,16,3,0,0
"209c1511c7ca0e943da2606462614b95",9,8,13,18,17,17,30,32,8,14,14,16,10,11,15,13,9,16,29,31,18,15,24,15,24,30,43,46,26,41,38,49,62,47,39,39,20,14,30,11,30,24,20,14,16,51,58,58,31,52,45,29
"20c6d34f0c0b12c194816b0e8fcffdff",8,9,12,15,11,0,0,0,8,0,4,0,0,9,0,6,0,10,4,6,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21478bba8c614c526d3845b79ee5af52",0,0,11,16,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"21823049adacccbea93a6988239a88e1",148,55,102,123,114,105,102,94,97,105,109,68,71,79,26,67,25,84,120,101,71,91,84,35,72,87,80,77,77,41,57,47,71,87,40,46,33,49,41,33,27,27,38,28,31,31,37,19,29,22,17,15
"21f6608b20ce9e9b9f5a076df1a390aa",26,9,18,23,13,10,9,9,0,0,3,0,6,4,0,4,7,6,11,5,7,17,17,19,26,43,34,33,32,29,30,18,16,15,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224884047a5727dc6874ed491a3242de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,61,30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22a81c98b50a82834b2e4ac0c149c930",3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,3,3,2,2,3,1,8,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22cd5927045e3fd1329ed09a190ab548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,159,129,15,30,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"22fe29187ea3d0c1909c6a2b91978cc7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,13,35,34,14,6,42,69,291,299,72,44,2,8,20,60,81,85,13,4,11,40,30,30,52,30,12,27,15,2,0,0,8,0,2,0
"2301a277082d0736e6b3a0469dab2e9c",10,2,7,16,9,8,8,9,4,2,0,0,8,0,0,4,0,0,0,0,0,8,6,8,6,0,13,0,0,2,0,11,0,13,16,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0
"23289a9b3843a0e919505b3f922910ed",0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23e626591c5fe5d083d00e518c145500",0,0,0,0,0,0,0,5,13,28,16,5,2,0,0,0,0,0,3,0,0,0,6,2,8,10,13,12,16,7,7,16,37,22,11,45,31,18,15,29,15,61,64,14,141,141,123,14,132,8,3,13
"24743feeecdab3f091a06539f2b11dcf",402,67,209,204,119,156,128,142,156,140,120,94,72,52,73,72,49,120,170,169,119,138,132,105,86,71,28,29,34,26,20,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250346b780541503ad0df5f462d0e14e",0,0,0,3,0,0,0,0,1,6,5,5,0,8,2,2,0,0,0,0,6,0,1,7,2,8,13,0,0,0,21,6,0,0,0,0,4,5,0,0,3,0,1,0,7,2,0,0,0,5,15,12
"259eb055b09c7c621e62bec9d100d490",56,22,35,49,42,53,28,50,34,30,41,33,34,35,23,22,21,0,30,0,41,36,30,23,44,34,27,40,42,26,32,25,27,31,35,28,39,20,13,27,28,49,64,61,43,101,65,140,118,151,167,127
"263e41ea2c25dc87bd2ff5910cf30d40",9,2,26,0,7,17,14,6,14,7,5,9,6,11,9,11,12,12,22,9,6,6,5,12,5,7,5,4,0,5,10,6,12,0,17,6,34,13,12,9,14,15,7,9,6,7,13,11,8,6,6,0
"2659a8ab69074db27f96f1575a1febd7",0,0,8,0,14,11,0,0,9,18,0,0,0,7,12,3,0,0,5,5,11,4,3,6,0,6,8,6,5,3,10,5,5,3,11,4,8,0,7,0,5,7,0,1,5,6,9,0,4,5,4,12
"2682ff59d308a2bab3a7a6b3cbb3b8a2",24,0,20,30,42,72,25,7,6,4,1,3,0,0,1,0,0,11,2,0,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,2,0,0
"2692b51dc69b7a25255e60c4e6b8d269",103,27,90,148,88,82,55,50,41,40,48,46,43,31,39,22,20,39,39,65,39,45,39,50,45,31,29,36,42,20,20,28,11,15,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2696ea350ad5493f8a45e58288adf4f0",0,0,0,0,0,0,4,0,6,8,5,10,2,0,5,3,5,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26a0e30eb736ee335e07af8f6cbc727a",0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26b43ed0bac29103eed4ffa04b665e23",0,0,0,7,0,0,0,0,11,0,0,12,23,18,11,11,7,17,12,13,10,13,5,14,13,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"26e32c6a25923cb7e61000e0878c1679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,62,33,0,26,12,21,29,17,35,22,27,14,19,11,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0
"27518aae25a73e7002abaaa18867bac9",7,0,27,57,26,30,27,24,43,40,51,66,35,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,34,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,6,10
"27541407a67a917aa70d5acf08ec3ba7",15,4,6,8,4,8,8,0,4,0,7,3,4,0,0,7,0,7,10,9,5,5,9,8,7,8,7,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27aed4a51ba985589225302ca7c9aa70",1,2,3,6,7,14,31,35,17,18,4,0,0,4,2,10,5,31,24,45,28,17,12,18,7,6,6,10,11,12,18,10,12,11,18,53,13,19,23,31,27,45,46,70,52,83,252,44,38,13,3,27
"2829515cec6f696868d6e12a5d77495c",6,3,3,0,4,0,6,5,6,13,14,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282a6396ba1a2a3c7d08470db25303ce",17,5,13,19,2,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,14,18,5,14,28,30,60,63,35,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28492ff08a7e9fdc35fd3718bbb89d54",12,4,3,8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,9,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2911f0c1897f2220517385e96833c404",0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,31,26,22,11,8,4,7,9,4,2,8
"296e47f047582e13d59feb676ec0179f",0,0,0,0,0,0,3,0,0,4,12,12,13,23,17,24,5,21,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298f3c20cf44a60c00676d607fd2782c",14,6,5,21,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29bad5ed4bd4acdb9c7c975bfe376580",0,0,0,0,0,0,0,3,11,37,94,84,61,31,12,13,9,13,23,21,15,29,34,39,42,25,23,6,0,0,0,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2a29b04490b167eea05afea58d2dfc40",42,25,17,43,18,43,35,40,13,18,26,93,33,29,28,44,16,73,15,22,57,27,94,21,60,25,16,80,66,62,47,28,43,59,45,47,24,49,19,22,11,13,23,23,27,41,31,83,105,40,14,84
"2a2af3995b876e7cd96f3bbdce65caeb",11,6,11,10,3,0,0,3,5,0,0,0,0,0,0,0,27,0,0,0,0,4,6,11,23,61,69,102,145,139,138,125,72,40,30,39,13,33,29,10,15,5,2,2,0,0,0,0,0,0,0,0
"2a720f2bb26470ac9599bebf608757ac",107,52,12,58,181,213,18,3,2,0,5,34,34,11,7,6,7,8,4,7,78,4,20,17,26,30,18,17,21,8,2,0,4,2,3,0,6,7,10,1,0,0,0,0,0,0,0,0,0,13,38,4
"2aadd4ac272b96965daf373a43522470",0,0,0,0,0,0,0,0,0,0,7,0,6,9,7,9,0,8,9,10,10,18,12,14,12,16,15,11,12,10,9,13,10,0,2,0,0,0,1,0,7,0,0,0,0,8,0,9,0,7,0,6
"2abf330694cd7731207f2a9032b06581",0,0,0,0,18,50,283,287,228,117,40,36,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,118,63,17,42,57,25,45,23,91
"2ae9c7fbdfe2036861ece7df6601685d",0,0,5,34,41,101,25,7,18,29,14,71,20,27,39,17,10,0,0,0,0,0,11,24,12,13,0,16,21,0,0,0,13,0,0,0,0,54,32,30,40,87,0,0,0,56,10,53,21,7,0,0
"2b59b12eab282e1b24f417f0fe94274c",3,3,1,4,0,0,3,0,0,0,0,0,2,0,0,2,0,2,0,5,2,2,3,6,7,7,2,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b5d99e2921cdd7ad831a55b9b86baa1",0,0,6,0,2,0,0,5,6,8,4,7,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2be0c569c28a41e77a0183ef350b43c1",36,8,16,20,14,15,9,11,14,11,6,6,7,6,0,8,3,3,5,2,2,0,5,0,1,0,5,6,0,0,3,5,4,0,5,10,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0
"2c057e2e44202ab4012806379bb3e550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,9,13,11,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0
"2c9e85cf17b7ffe658056021f4de301a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,15,14,15,12,13,11,7,6,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2cd07db6f612045e7759f2450785ec95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,4,0,4,13,12,8,5,3,8,8,6,8,3,1
"2d152a7ee78986322e3d088bf5115d00",0,0,0,0,0,0,0,0,0,5,5,8,10,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,4,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2da1ffca6c2b57046ba9d58302618c34",23,3,49,20,22,13,26,13,31,42,32,59,71,27,55,19,20,11,13,21,42,25,48,52,10,23,28,25,36,31,18,21,16,17,93,22,57,18,31,10,31,19,17,12,10,13,18,37,26,14,11,15
"2e12d27906ba53d79e0f757a39f5346c",0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e492489d57605b9c22be158b4258eb4",0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2e9604852a895d087f192a9cb519c1c5",2,0,4,4,0,0,0,1,2,0,0,2,3,2,0,3,0,2,3,3,4,6,2,7,3,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2eb3650ae005e049a426a27cd8fcfbb9",47,15,33,21,28,40,47,59,42,37,12,17,8,0,20,36,19,34,44,21,39,37,20,19,23,12,21,16,22,14,17,24,37,25,24,58,35,30,41,21,25,22,22,0,20,28,38,25,0,20,0,20
"2f23ae1dded4bbb8bd07cfc7f6427336",235,48,70,94,257,200,159,198,243,258,162,158,134,352,487,423,238,419,208,193,326,257,156,210,203,156,164,184,241,311,353,457,304,384,241,374,191,240,274,439,299,273,222,368,403,237,99,173,333,122,303,332
"2fae29794e1c66c52b3bc625f3d608eb",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,10,0,14,8,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30451f666aa021d81d9a4c57554e2399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,16,9,5,14,6,9,13,8,0,9,19,4,7,16,9,6,0,0,0,8,0,0,0
"304f89346e1a320c635aae1b1cce4a5b",23,0,0,16,11,0,13,7,11,0,14,34,17,13,0,0,3,0,0,0,0,0,0,0,0,9,15,9,27,23,18,14,30,24,42,18,18,21,13,3,0,0,0,0,0,0,3,0,2,0,0,0
"305f0ef12166d61f455a172ed26bf18c",3,0,5,4,5,6,3,10,7,8,13,5,6,7,5,3,3,5,8,0,4,4,6,0,1,3,3,2,4,4,7,4,3,0,1,0,3,0,4,5,5,0,6,0,8,30,100,80,18,390,267,345
"30dbf1c75521f969f69ff64101abcee2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
"310ee285a77b04b67ca5f86d72b080ea",3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,16,13,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313bb5e86cda87fdf3df9722575a9382",0,0,0,0,0,0,0,0,6,9,6,17,12,7,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316ae54c3b5bd9979e0f6bcf94f640f5",0,0,9,0,0,0,6,12,17,0,19,32,17,24,19,23,10,0,25,0,25,12,13,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3175fdeba3362ef86a15397290de72f4",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319ef1177234565939b0048a7adddd87",48,18,41,78,107,44,46,53,66,39,41,39,27,15,11,19,0,46,71,45,42,64,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32b9c3a857a4561d923e804ff9c01c54",0,0,0,0,0,0,0,0,0,4,23,36,22,4,48,23,26,0,0,0,0,0,0,0,0,0,11,20,17,25,36,144,16,23,32,19,30,111,197,55,8,10,34,8,36,346,108,19,65,13,0,12
"32c27dae5161f1e6cfcddc44aabc2980",0,0,31,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,46,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"33034cba8e3cca23da96a22c31af274b",0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,8,0,0,0,0,0,11,12,7,7,0,6,0,0,0,0,0,0,0,13,3,9,6,9,8,12,0,12,9,0,0,0,8,10,13,0,0
"330f39f226bb835fa90265d08c786158",11,0,0,6,0,0,0,2,2,3,9,13,0,0,0,0,0,0,2,6,15,6,17,3,21,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332a6411ff00b4010ac2397f504c4695",0,0,5,0,1,0,0,3,2,2,1,0,9,2,5,1,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6,0,9,0,0,0,3,0,0,0,2,0,2,0,4,0,0,0
"333bbf9224442fc10cd497377d2b1d01",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334ba6b6bf2585a4b01bb05010ab1b7a",0,0,0,0,0,0,0,0,0,0,1,9,9,16,0,5,0,5,13,2,6,5,14,0,0,0,6,7,16,12,13,0,14,16,14,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"336affb88bba6af4e3d6000cd89a1b4f",1,1,0,0,3,0,5,2,4,0,1,0,1,0,7,14,5,21,56,53,29,37,42,29,30,8,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338579d101cbfe61650c0b3fb97b2f21",4,0,0,2,0,2,0,2,1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,2,5,3,6,0,6,3,7,8,10,6,1,0,2,8,3,2,3,3,5,5,2,5,0,4,1,2,1,1
"33b523428574fdcd3ede24ed03f75d08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,6,13,11,17,5,21,15,28
"33bbf1617f1e992dfe01f450fc8e6181",0,0,0,0,0,0,0,0,0,0,12,5,11,5,8,11,0,14,5,11,6,30,12,0,3,7,7,3,0,9,10,7,12,19,10,11,10,14,11,6,6,14,7,26,12,16,6,19,18,27,30,16
"33d45c4c54a7ae4703bd0591773c8a17",1,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,5,8,11,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33e6082230ba54f68e50fa51eb170264",0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,24,0,0
"340b0e69f7e38e3cae95739bd685a8da",7,1,0,0,5,1,4,0,3,5,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"345c308f76539edd9e91d297e2d97c13",0,0,0,3,2,2,4,4,0,0,7,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,6,6,5
"349f1f735b8e0231fd3fd20759c2b71d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0
"352f5e0321329ce7f88e961569611e04",0,2,3,17,0,16,54,26,10,20,7,5,0,0,0,13,0,29,0,0,0,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,69,49,38,0,0,0
"3563aebf483d7e2d44e2a68ef187cd8e",0,0,0,0,0,0,0,0,0,0,0,0,20,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359630ea9f85e714da09b7f1f3ff8638",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35ca4375d92c227712eb0c1209d786da",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,1,5,8,4,1,0,7,2,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35df18cd6b95df787f52fa653b46eb08",0,0,0,6,3,0,0,0,0,0,0,0,2,0,2,4,0,5,11,6,6,5,6,7,6,8,16,12,20,13,25,32,18,16,13,26,24,40,35,22,28,23,29,14,20,16,14,5,13,10,7,9
"35e8f92891757e2c3fc0b41d6fa22be5",0,0,0,15,13,20,33,34,76,148,216,64,28,22,35,61,26,59,66,54,56,52,40,58,56,46,56,81,97,90,100,34,26,14,14,29,0,0,32,22,21,0,24,30,20,27,21,32,28,59,12,0
"35f9b1ff59e4d378da3f1e0337e9d38b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,8,6,4,0,13
"35ffcc3b809d667286737d79670b8de5",0,0,0,0,0,16,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,5,0,5,0,0,10,0,0,0,0
"36470348dad95e10ddeefe337a4cb981",0,0,0,0,0,0,0,0,0,0,0,10,15,59,89,141,41,71,58,31,35,46,43,59,29,25,20,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3662cfeef68e9a24916017491658dc1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,95,51,22,136,57,88,92,12,0,1,156,0,0,5
"36b97543fe5f44e30f46474e8c99f62e",0,0,41,0,33,22,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37a9f8cf216ab81cae2e19312ac0a511",0,0,0,0,0,0,0,5,9,7,21,29,14,5,0,6,0,0,3,5,6,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,7,7,16,12,10,11,14,16,0,5
"37f0f50bbe241beb5ca3703a962a8e8d",133,40,127,160,148,104,120,137,109,100,158,112,79,113,63,81,45,120,69,96,90,106,89,70,94,133,88,109,102,85,130,154,240,318,284,979,532,868,912,723,618,499,427,310,147,97,63,80,112,192,139,224
"380dd0f6882c618d853f3060f5a0526e",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3851773e0cbee29f4c901fb18c93eb45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,28,8,0,4,8,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3890e15d10fcf672c8ed65cefb60c1be",11,0,7,0,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38c27ceaed634984c1225a82648cf571",26,9,12,12,19,32,33,23,20,11,13,23,12,6,0,21,19,23,8,8,14,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,10,18,15,91,18,17,9,19
"3911c12107459566a7a2a97792c2d01d",0,0,3,9,5,0,0,0,2,0,0,4,0,0,3,5,0,10,21,8,3,8,3,6,5,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
