"ID","UK01A","UK02A","UK03A","UK04A","UK05A","UK06A","UK08A","UK09A","UK10A","UK11A","UK12A","UK13A","UK14A","UK15A","UK16A","UK17A","UK18A","UK19A","UK20A","UK21A","UK22A","UK23A","UK24A","UK25A","UK26A","UK27A","UK28A","UK29A","UK30A","UK31A","UK32A","UK33A","UK34A","UK35A","UK36A","UK37A","UK38A","UK39A","UK40A","UK41A","UK42A","UK43A","UK44A","UK45A","UK46A","UK47A","UK48A","UK49A","UK50A","UK51A","UK52A"
"91f964ef461dd430141dbd293d2c08c3",0,2,0,3,4,7,0,0,2,4,1,2,0,0,3,14,3,2,6,0,3,14,23,16,13,4,1,0,2,0,0,0,0,0,1,4,5,6,11,8,0,0,0,0,0,0,0,0,0,0,0
"9227fb3f470a6f03b9434ebedc7a8a10",8,13,9,3,8,6,9,9,7,11,14,8,16,9,17,16,17,14,16,14,11,14,10,13,24,22,25,22,32,37,96,88,89,67,66,43,48,51,40,49,35,28,28,24,33,18,14,23,6,8,5
"92634da8ee5ad3886b3c77b7e429b8b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,3,0,3,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0
"92886da043b3cfb88c385fc9b72752d5",178,201,221,213,189,131,120,126,101,109,172,144,66,57,71,54,64,70,54,88,50,98,80,80,76,74,106,124,218,308,252,223,143,105,100,112,65,44,63,59,71,64,96,75,83,123,111,111,96,148,86
"92c2af8efa3752518b794ed32b62648c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,11,14,10,0,21,29,27,0,13,0,4,11,11,12,7,4,0,0,0,0,0,0,0,0,0
"92d04a8bfcbe9ddcc1bda03897b95251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,3,6,11,3,0,0,0,0,0,0,0,0,0
"9318d8cb603c43732005170b52f5de79",63,72,63,60,106,85,77,71,57,68,136,177,59,74,45,44,70,80,112,113,218,249,233,236,160,108,69,62,48,63,43,69,108,34,64,92,140,132,375,434,449,418,312,115,304,303,309,323,159,299,125
"93511a07736bc1b8ec2f933852cf38ba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,10,23,15,5,3,2,10,14,10,13,8,4,2,4,14,15,49,16,28,15,21,20,12,23
"93d4915457add235599b996772a557e4",0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,6,7,4,4,1
"93fd9469f326f032181bfd281822c7d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,18,30,36,44,49,27,13,24,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9400ba76f470cd3a5080bdda802725b3",0,0,0,0,0,0,0,5,5,5,14,4,14,10,23,20,19,14,8,4,0,0,5,3,2,0,3,2,4,14,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945184b6386c192c0066e0a98a154780",0,3,0,4,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,5,0,0,7,5,0,7,8,0,0,4,0,9,0,0,6,4,7,9,0,5
"94d772da9e475d495323ed9be676098f",0,10,20,14,17,11,0,16,13,13,14,7,2,9,8,3,10,8,7,14,20,13,25,11,8,7,9,10,12,8,8,0,10,0,6,16,14,7,12,8,5,12,10,0,12,14,17,14,0,0,5
"94effe0a05dc96c9150a37f5d8a03eb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,3,2,3,0,0,1,3,6,0,0,0,0,4,0,2,4,2,0,0,0,0,0,0,0,0,0
"94f892716cf397fdda2b508063a90eea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,3,4,6,0,4,3,0,4,0,0,0,0,0,0
"9517e67f43d6eaa14ec7df4d175b2de2",0,1,0,0,0,0,0,0,5,9,0,0,11,11,13,14,17,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"9597fc3785cf1fa55fae3a6a76e3e1d7",289,324,482,406,569,557,689,628,660,566,472,209,201,161,162,206,176,177,218,207,186,156,158,50,38,29,29,16,21,29,21,15,30,32,43,28,17,13,15,19,35,41,49,60,52,32,28,130,154,110,134
"95d08381352f71ef3bc48445f8ccab02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,13,4,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
"9639a3291729a3758207b47715d9205f",0,5,3,5,0,0,3,3,4,3,3,3,3,0,3,0,0,0,0,0,3,4,15,5,9,8,6,2,7,7,9,10,9,5,0,6,5,5,3,4,7,13,13,3,11,9,7,13,0,8,5
"973d28f32f631ee892c154d34aa0368d",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,10,7,7,5,4,7,5,3,1,4,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0
"9808144ccbcae5558d81f50682007869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,4,0,4,0,0,0,3,8,0,0,0,0,0,0,4,0,0,1,2,1,0,1,0,0
"9848a9e0f201407771606b4fd58e2e0b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,67,57,5,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98733e7d335f309921890faeea796c8c",0,0,0,4,4,0,0,1,2,0,5,4,0,3,2,8,4,1,1,5,6,4,0,7,0,3,0,4,3,0,5,5,7,2,0,5,0,5,10,10,6,6,0,6,5,3,11,7,0,12,3
"98cd9df7ca22eb19b8126ccf384cbf20",0,2,0,0,0,5,6,4,1,0,0,0,12,8,5,5,3,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"9915564daa6b71fea50229e97f8c39fc",0,0,0,0,0,0,0,0,0,0,4,3,5,14,9,1,0,0,3,5,7,13,11,13,32,22,14,27,12,7,30,23,20,3,8,0,3,4,9,5,4,2,2,1,0,2,3,0,0,0,2
"991d2282d1e241e9d4a152dc639373a2",0,2,3,4,7,4,6,3,3,3,0,0,0,0,0,0,2,0,0,0,13,26,22,17,13,8,12,7,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"9989d74d098a74794ff16b8ffcbe7de4",15,48,30,24,20,24,20,22,29,16,9,0,12,13,6,7,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,5,8,9,28
"99d7dd8fdd43cef331f256e86f097a82",0,0,3,0,0,0,12,16,4,8,7,27,28,16,22,11,28,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,11
"99deb3c5ecb022ec05609ebd1112a557",15,0,0,0,8,4,8,5,0,7,4,0,6,0,5,0,4,3,0,0,0,0,0,3,14,0,0,10,5,0,12,0,0,4,7,14,4,4,7,0,3,5,16,2,6,4,0,9,0,3,4
"9a426c510ef2e4ce4810666de22d9ddd",2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,8,2,0,3,1,2,14,4,0,4,1,7,1,6
"9ab3a54e5cefa6a766fde0d8c304769f",0,0,0,2,0,3,0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,5,0,1
"9abdb0fa413e77394e6fd2d8434c3bdc",13,7,11,15,13,29,31,53,36,28,40,33,12,15,12,11,18,12,13,28,19,17,19,17,19,30,23,16,10,6,5,6,3,6,7,11,13,21,28,33,42,57,38,20,26,19,32,22,16,25,18
"9acb555d3c5dd77e9035a661e7ad1bb6",9,13,6,0,4,11,3,4,13,5,9,14,5,2,10,5,5,5,0,5,26,30,26,10,8,10,8,14,12,9,20,17,23,9,4,13,5,4,15,15,26,12,6,2,8,8,19,24,0,13,7
"9addb3b1e921e9c17a3a60d28b3702fc",7,18,28,60,74,107,106,80,97,82,80,57,52,57,31,50,53,38,39,27,23,18,14,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9b13767ad70a5aba75dfb8ab53b41a60",77,81,56,34,32,38,33,21,21,15,15,3,13,14,5,8,12,18,17,29,11,0,7,36,24,24,13,28,26,49,17,20,8,41,34,34,34,30,9,7,17,29,41,35,22,19,18,5,12,12,13
"9b5bf1167fbf86aa2db19cb2d037c03a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,12,3,0,0,0,0,0,0,0,0,0,0,0,0,4
"9bd45cf0f4da0c962bd4e7a1fcd85892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,5,5,3,2,10,16,159,317,317,53,18,10,3,1,0,0,0,0,0,2,0
"9be1e530091cbc8a0b345d987881d879",0,0,0,0,0,0,5,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0
"9c33c4818134da7d9a6b14aabd7cec87",0,25,23,33,39,23,18,21,19,16,8,0,16,18,13,10,0,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,29,0,15
"9cc71b66a570ec58ad04c0e5f0056502",0,9,13,37,38,24,11,22,8,13,0,0,8,24,13,19,15,19,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,6,18,0,0,0,0,0,23,0,0,0,3,40,2,36
"9cd21643f5d6a0ead115f605493be033",0,8,19,37,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9cf60b1e031a7483315d545351d98e12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,1,4,4,5,0,0,0,0,2,10,7,8,12,8,9,1,0,2,0,0,0,0
"9d24a95bbc10e300444aa9e5a1538b43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,7,8,23,22,39,70,26,12,2,1,2,3,1,0,0,0,0,0,0,0
"9d5523342c9170ebf91832e614763360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,2,0,6,6,3,5,8,3,5,9,5,12,7,11,8,3,0,0,0,0,0,0,0,0,0,0
"9dcc5f01b6693e2f5cd147e0427e7beb",42,24,0,0,0,0,0,17,17,17,20,14,0,16,14,0,0,0,0,0,13,27,14,20,33,32,35,22,11,0,0,0,0,0,0,0,9,16,22,20,16,14,24,11,8,0,0,11,22,34,20
"9dd0c5cd206ed775655672ef7587eda1",0,2,1,0,0,0,0,0,1,2,3,2,4,3,4,3,4,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e0d09e1a657e7c9f8e3e7715778c1fb",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,15,19,24,49,31,6,18,39,57,90,43,20,12,13,22,29,24,69,45,48,19,13,8,5,8,4,0,0,0,0
"9e3226efaf559eb14a478f880462cb8a",0,4,5,10,0,0,0,3,0,4,0,6,0,0,0,0,11,3,3,0,10,15,11,10,5,0,0,5,11,3,12,10,11,2,0,0,0,0,11,9,10,9,10,8,0,7,17,14,0,20,6
"9e34d8147a174d6914f571c180885e7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,9,6,3,4,2,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0
"9ea601bb83a7bf900ec4823115a115f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,1,2,6,5,4,6,0,0,2,0,0,0,0,0
"9ed5a69c305cd9031b6d38bb9f375923",0,4,1,12,0,8,14,18,13,31,0,0,7,4,7,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,5,3,0,0,0,0,9,0,0,0,0,5,0,7
"9ede13a33a8a6bb46c2118cfcbd30672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,32,31,72,52,29,11,0,0,13,15,31,0,1,1,1,2,0,3
"9eee24da678425510af4dcde40b297ac",5,16,8,6,10,1,14,11,17,19,4,0,7,11,11,5,0,0,3,2,0,0,0,1,0,4,5,12,0,2,0,0,0,18,14,14,8,18,0,0,0,0,12,12,6,2,3,15,30,19,18
"9fabd52eb6e561d9f3a5c8ed967a1cc1",0,9,2,3,7,7,0,4,4,0,3,0,0,0,0,0,0,0,3,5,8,0,0,6,0,7,0,9,6,0,0,0,0,5,2,4,2,4,9,0,0,0,8,0,0,12,15,7,0,5,0
"9fec7bdd6bd88e710bd69b15692e54a0",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,3,0,0,0,0,2,4,0,3,2,0,0,6,1,0,0,0,0,0,3,6,0,6,0,6,0,6,3,7,9,0,0,0
"a03eece8f06f3a0ba8c73a3b0470384b",0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,4,9,9,8,1,11,6,10,19,7,14,11,11,10,5,3,5,2,2,3,8,5,9,3,2,7,8,7,0,1,5,2
"a098ac580e22c8a575dac8a799605492",0,3,0,1,0,0,0,0,1,6,12,0,13,25,50,42,34,49,62,69,11,6,13,11,16,9,17,11,12,38,5,1,8,23,23,35,27,27,5,6,17,7,19,20,4,9,12,15,26,48,42
"a0ed996a7acecb46a8bb3fbaf90ac7c4",0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,13,17,14,10,12,16,20,8,8,7,15,16,33,32,16,22,12,4,3,7,0,2,0,1,0
"a10610efa74f825966ebaac4c429518f",0,0,0,0,0,0,3,10,17,15,4,3,6,2,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,6,0,3,0,0,16,7,8,1,0,0,3,13,17,4,6,6,6,25,2,18
"a1220a22184eea449b023331b514bf9f",0,0,0,0,0,0,1,3,0,0,0,0,1,3,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1a2abb6342520281210b0a9e476ab1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,14,31,5,2,5,3,4,0,0,0,0,0,0,0,0
"a1b5c22937f5d5a044f7d3d1769975c3",8,16,14,23,9,13,20,27,20,22,4,0,6,7,14,8,5,5,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,10,8,0,0,4,3,7,15,7,4,0,17,48,13,75
"a290f7a15254d98fe80b32ff8e6562c3",0,2,2,2,0,2,5,0,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,5,0,0
"a2989847b1fb3dfd897685a913060946",0,10,4,12,14,17,4,7,9,10,16,19,11,13,18,19,23,32,57,26,56,55,58,57,50,40,34,56,70,72,86,59,35,13,13,31,16,6,23,12,31,37,34,19,34,46,36,48,42,52,25
"a2aa41f675b91b77f6742396b32172a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,2,6,9,6,15,1,0,0,0,0,0,0,0,0,0,0
"a2b1a729f64131ba50940775e1a7be13",0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,9,39,49,58,26,36,26,15,22,2,0,0,4,2,4,23,17,22,5,0,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0
"a3199002607e36088a52534eceab30fc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,10,22,16,14,5,6,14,6,8,7,0,4,0,7,2,4,17,14,6,7,31,5,7,10,5,7,0,8,0
"a34e234a7acd5abbf3ee3e4b879cb823",0,6,4,0,0,0,0,0,0,12,3,0,21,13,22,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a353e6588d27db0172b30e606ced41d5",0,8,9,6,7,10,0,6,10,6,9,0,10,16,23,9,9,8,17,18,3,0,0,3,3,4,3,5,0,6,0,0,0,13,8,9,0,4,0,0,0,0,0,0,0,0,0,0,2,0,3
"a35b2549d34e0cf52f2ff3b76fa35cf8",0,3,2,2,7,4,0,7,2,2,0,3,6,6,4,5,8,2,12,8,1,14,10,11,6,6,7,5,12,16,19,6,13,10,7,6,16,6,8,9,11,9,7,3,7,9,3,2,2,0,0
"a3a3fbf6a1124923aa9f63a690c2fab8",0,1,4,0,0,2,0,0,2,0,4,6,0,3,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a44aef6c5314fdec48684fed98efa68a",0,1,0,2,0,2,0,1,1,1,6,6,3,0,3,2,2,7,9,7,1,3,5,1,3,3,2,7,8,5,2,2,2,1,1,7,2,0,5,3,5,5,2,0,1,1,0,2,0,0,0
"a45d0cefa9905ae92ad953c0199aa34f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,7,9,11,10,7,9,4,6,3,3,1,3,0,3,3,9,9,11,10,0,0,0,0,0,0,0,0,0
"a4b349e2399ddc45b4d4a09d13e16655",4,14,8,11,4,0,3,8,21,46,4,0,3,3,3,3,7,8,3,5,0,2,0,0,0,0,0,5,0,0,0,0,0,1,1,4,1,2,0,0,0,0,0,42,2,0,1,1,31,4,47
"a57e8133deb4fc1a6cbeaac02d482d8f",5,2,9,4,7,9,10,11,16,16,13,19,4,3,0,2,5,9,6,4,9,4,10,8,10,9,5,6,11,4,9,4,6,0,3,5,10,9,20,16,14,16,10,2,6,3,0,0,0,0,0
"a5e4fa1c4fdfceff6877d2ba21ae0b91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a654fa687493d96dbacfa9db667742e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,12,5,5,2,0,0,0,2,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a69c46370ca8d72b57d72473e30e7c8a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,0,3,0,0,4,16,19,20,16,2,5,0,6,0,6,9,0,0,0,0,0,0,0,0,0,0,0
"a6fb5086a3f1107b90bc46aaf31c1d78",44,50,51,55,42,31,35,31,22,26,40,23,29,41,32,33,36,31,49,48,45,74,84,118,80,80,97,85,118,127,112,71,105,60,46,50,48,53,69,78,68,58,61,33,41,32,24,30,29,28,13
"a71c96b30309b49de8326bd74b49b573",0,0,0,0,0,0,0,0,0,4,11,14,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a738568b261166a672bdd2c51055fff7",338,321,306,327,372,327,318,281,286,296,262,277,199,179,176,161,181,185,162,176,440,179,132,152,33,32,43,48,25,22,109,62,26,309,267,282,228,200,34,42,56,55,79,187,47,72,136,32,182,44,196
"a748a8fa7534a1192365ed3984a08570",0,1,0,0,0,0,0,0,0,0,1,5,1,2,0,4,2,2,0,1,6,6,4,5,4,6,6,6,2,3,15,9,10,6,5,7,7,4,8,4,5,6,5,6,3,6,6,1,0,0,1
"a78d1f4cd5eb70d11e6a6436e84bff72",0,0,0,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"a7cb3e27da070ed8fbbc62b29ee03b84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,11,0,0,0,0,0,0,0,0,0,0,0,0
"a7eccbe02fd05c9824b8fbd908f9aacd",0,3,14,9,0,0,10,26,8,6,4,0,0,0,9,7,0,0,0,0,0,0,0,0,0,9,12,7,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5
"a7ed9f2d96dc98b8ed10bb8b57e3ae47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,10,9,4,0,2,5,4,13,3,3,1,0,0,1,0,0,0,0,0,0
"a88b1e860227ac9548127630d1cfe2e1",2,4,15,32,31,34,51,70,34,87,6,0,6,5,14,13,3,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,7,16,18,12,3,0,2,1,3,8,182,3,0,0,2,24,0,44
"a8aba041400793caa6cd325d6c9132ff",0,5,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,2,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,7,5,0,0,0,5,0,0,0,1,0
"a95563bf3e728373088014f609ed5644",0,0,0,0,3,7,20,21,14,9,3,7,24,21,22,28,20,12,7,0,0,0,0,0,1,2,0,2,0,2,5,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"a9f91ef15772553d4ae480a8dfaab50f",0,6,4,11,12,7,23,10,0,0,0,0,9,23,29,14,11,4,0,0,0,0,0,6,1,0,0,2,3,6,0,0,0,6,6,9,10,9,2,0,0,0,0,18,0,3,0,18,12,8,26
"aa203bbc98224540b556cf123e097c88",0,0,0,2,3,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,16
"aa3b685972051a4b15173adc81d71667",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,3,4,4,2,4,0,6,6,5,8,0,0,0,0,2,0,5,5,2,7,0,7,9,6,2,0,2,0
"aa8ef8358d7292c2474846619f8c2fd8",0,1,2,2,2,1,0,0,1,2,0,8,3,2,0,1,3,2,1,6,11,8,11,12,5,5,5,0,7,0,8,2,6,0,2,3,2,0,4,7,4,4,3,0,1,8,8,6,0,0,0
"aa973eb0368a86683a3c30a52ab1abc0",0,23,29,42,31,30,39,37,18,54,0,0,58,79,107,67,98,50,59,30,6,0,0,0,0,0,0,0,0,0,0,0,0,14,13,22,0,17,0,0,0,0,0,24,0,0,0,0,16,0,20
"aab3e2efa200f84c183b5e068304f671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,19,43,10,12,6,1,9,3,0,0,0,0,3,0,0,0,0,0
"aabb82168cc5440fc5c662209b0baa8f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,23,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0
"aae4c4ed528ae16ec417df816699cfdb",0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,7,5,1,0,4,4,5,2,5
"ab0f80303f6d99a85775241b6d0e49d0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,12,22,11,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ab5ce733568bac068816e444d77488a9",0,3,3,0,0,0,0,0,0,0,0,8,0,4,0,0,0,4,9,8,28,12,19,5,8,18,16,37,15,13,40,32,56,9,7,9,7,4,12,13,17,14,0,0,0,0,9,0,0,0,0
"ab6933b6130d806e6db6980c3b8ed0fa",0,0,0,0,0,0,0,0,0,0,0,7,2,1,2,2,9,9,6,5,6,4,9,7,11,9,5,3,7,5,3,10,8,0,9,3,2,0,2,3,2,0,0,0,3,0,3,0,0,0,4
"ab74245796a8aae357f05b405bf7fd67",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,74,95,135,120,96,6,0,3,4,0,7,0,0,0,1,0,0,0
"ab745ae16f960e6af65e995c47e44dd1",0,0,0,2,0,0,0,0,0,3,0,0,6,2,5,7,4,5,6,4,4,1,0,0,0,0,0,2,3,0,0,0,0,3,0,0,4,7,2,5,2,0,0,2,2,0,0,2,5,2,9
"ab7c01f58743405ff540b67c14e3a8d6",10,10,11,13,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,9,13,13,12,0,4,7,4,18,18,10,6,7,7,16,14,15,6,6,6,24,0,12,0
"ac8ef36c8cdc2b87bf3d486a0c629706",0,4,2,2,2,2,4,2,11,2,7,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6,8,11,8,8,20,13,19,26,5,9,6
"ac9c5f4e90ca7c06688754f86ebf8489",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,6,8,10,8,8,14,16,18,15,5,9,8,5,1,3,2,0,1
"acc9603a819dc23a606ac6c1b9105b6d",18,34,17,58,43,38,78,38,43,55,0,0,36,37,32,41,28,14,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,28,27,17,18,0,0,0,0,0,42,0,0,0,0,88,0,103
"acd77ac4bacd923f1e26f5f30ee01d9a",0,0,1,11,2,0,0,0,0,0,0,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"acf4275459896ca07f235efdd99899fb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,8,10,3,2,8,25,19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad139328ba8ac39c2e5ccef543df2deb",0,1,0,0,0,0,4,0,1,2,0,0,0,2,0,2,0,2,0,0,1,3,3,2,2,0,0,0,7,0,3,2,0,0,3,0,0,0,0,2,6,4,6,3,3,5,7,5,0,9,0
